id,name,brand,price_inr,rating,rating_count,gender,wear_type,category,category_label,slot,occasion,tags,description,description_source,image,image_url,site,product_url,collected_at,base_colour,season,usage
fpi_36136,Nike Women Free Run+ 3 Green Sports Shoes,Nike,2328,4.0,50.0,women,western,sports-shoes,Sports Shoes,footwear,sports,women;western;sports-shoes;sports;green;summer;sports,Nike Women Free Run+ 3 Green Sports Shoes. Green Sports Shoes for women. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Summer.,fashion-product-images,images/fpi/36136.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/36136.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=36136.jpg,2024-01-01T00:00:00+00:00,green,summer,sports
fpi_33136,Catwalk Women Brown Heels,Catwalk,2060,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;brown;winter;casual,Catwalk Women Brown Heels. Brown Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/33136.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/33136.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=33136.jpg,2024-01-01T00:00:00+00:00,brown,winter,casual
fpi_41725,Catwalk Women Red Heels,Catwalk,2269,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;red;winter;casual,Catwalk Women Red Heels. Red Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/41725.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/41725.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=41725.jpg,2024-01-01T00:00:00+00:00,red,winter,casual
fpi_49830,iPanema Women Pink Flip Flops,iPanema,2212,4.0,50.0,women,western,flip-flops,Flip Flops,footwear,casual,women;western;flip-flops;casual;pink;winter;casual,iPanema Women Pink Flip Flops. Pink Flip Flops for women. Category: Flip Flops/Flip Flops. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/49830.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/49830.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=49830.jpg,2024-01-01T00:00:00+00:00,pink,winter,casual
fpi_30695,Catwalk Women Bronze toned Sandals,Catwalk,2419,4.0,50.0,women,western,flats,Flats,footwear,casual,women;western;flats;casual;bronze;winter;casual,Catwalk Women Bronze toned Sandals. Bronze Flats for women. Category: Shoes/Flats. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/30695.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/30695.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=30695.jpg,2024-01-01T00:00:00+00:00,bronze,winter,casual
fpi_49608,Catwalk Women Red Shoes,Catwalk,2421,4.0,50.0,women,western,casual-shoes,Casual Shoes,footwear,casual,women;western;casual-shoes;casual;red;winter;casual,Catwalk Women Red Shoes. Red Casual Shoes for women. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/49608.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/49608.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=49608.jpg,2024-01-01T00:00:00+00:00,red,winter,casual
fpi_13368,Timberland Women Juniors Grey Casual Shoes,Timberland,2000,4.0,50.0,women,western,casual-shoes,Casual Shoes,footwear,casual,women;western;casual-shoes;casual;grey;fall;casual,Timberland Women Juniors Grey Casual Shoes. Grey Casual Shoes for women. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/13368.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/13368.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=13368.jpg,2024-01-01T00:00:00+00:00,grey,fall,casual
fpi_36137,Nike Women Free Run Pink Sports Shoes,Nike,1941,4.0,50.0,women,western,sports-shoes,Sports Shoes,footwear,sports,women;western;sports-shoes;sports;pink;summer;sports,Nike Women Free Run Pink Sports Shoes. Pink Sports Shoes for women. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Summer.,fashion-product-images,images/fpi/36137.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/36137.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=36137.jpg,2024-01-01T00:00:00+00:00,pink,summer,sports
fpi_27080,Catwalk Women Silver Flats,Catwalk,1866,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;silver;winter;casual,Catwalk Women Silver Flats. Silver Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/27080.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/27080.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=27080.jpg,2024-01-01T00:00:00+00:00,silver,winter,casual
fpi_2618,Carlton London Women Silver Wedge Sandal,Carlton,2293,4.0,50.0,women,western,flats,Flats,footwear,casual,women;western;flats;casual;silver;spring;casual,Carlton London Women Silver Wedge Sandal. Silver Flats for women. Category: Shoes/Flats. Intended usage: Casual. Season: Spring.,fashion-product-images,images/fpi/2618.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/2618.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=2618.jpg,2024-01-01T00:00:00+00:00,silver,spring,casual
fpi_39570,Catwalk Women Black Heels,Catwalk,2070,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;black;winter;casual,Catwalk Women Black Heels. Black Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/39570.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/39570.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=39570.jpg,2024-01-01T00:00:00+00:00,black,winter,casual
fpi_15893,Warner Bros Kids Girls TW Net Face Canvas Grey Casual Shoes,Warner,2030,4.0,50.0,women,western,casual-shoes,Casual Shoes,footwear,casual,women;western;casual-shoes;casual;grey;winter;casual,Warner Bros Kids Girls TW Net Face Canvas Grey Casual Shoes. Grey Casual Shoes for women. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/15893.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/15893.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=15893.jpg,2024-01-01T00:00:00+00:00,grey,winter,casual
fpi_56951,HM Women Black Heels,HM,2432,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;black;winter;casual,HM Women Black Heels. Black Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/56951.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/56951.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=56951.jpg,2024-01-01T00:00:00+00:00,black,winter,casual
fpi_13027,Inc 5 Women Casual Gold Flats,Inc,2226,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;gold;winter;casual,Inc 5 Women Casual Gold Flats. Gold Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/13027.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/13027.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=13027.jpg,2024-01-01T00:00:00+00:00,gold,winter,casual
fpi_56870,HM Women Brown Shoes,HM,1863,4.0,50.0,women,western,casual-shoes,Casual Shoes,footwear,casual,women;western;casual-shoes;casual;brown;winter;casual,HM Women Brown Shoes. Brown Casual Shoes for women. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/56870.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/56870.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=56870.jpg,2024-01-01T00:00:00+00:00,brown,winter,casual
fpi_47564,Portia Women Brown Sandals,Portia,2385,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;brown;winter;casual,Portia Women Brown Sandals. Brown Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/47564.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/47564.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=47564.jpg,2024-01-01T00:00:00+00:00,brown,winter,casual
fpi_9119,Puma Women Axis Black Sports Shoes,Puma,2330,4.0,50.0,women,western,sports-shoes,Sports Shoes,footwear,sports,women;western;sports-shoes;sports;black;fall;sports,Puma Women Axis Black Sports Shoes. Black Sports Shoes for women. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Fall.,fashion-product-images,images/fpi/9119.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/9119.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=9119.jpg,2024-01-01T00:00:00+00:00,black,fall,sports
fpi_46596,Catwalk Women Olive Sandals,Catwalk,2165,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;brown;winter;casual,Catwalk Women Olive Sandals. Brown Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/46596.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/46596.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=46596.jpg,2024-01-01T00:00:00+00:00,brown,winter,casual
fpi_6390,Lotto Women Sofia Purple Black Floater,Lotto,2250,4.0,50.0,women,western,flats,Flats,footwear,casual,women;western;flats;casual;beige;summer;casual,Lotto Women Sofia Purple Black Floater. Beige Flats for women. Category: Shoes/Flats. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/6390.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/6390.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=6390.jpg,2024-01-01T00:00:00+00:00,beige,summer,casual
fpi_33825,Puma Women Kuris Silver & Grey Sports Shoes,Puma,2207,4.0,50.0,women,western,sports-shoes,Sports Shoes,footwear,sports,women;western;sports-shoes;sports;silver;summer;sports,Puma Women Kuris Silver & Grey Sports Shoes. Silver Sports Shoes for women. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Summer.,fashion-product-images,images/fpi/33825.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/33825.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=33825.jpg,2024-01-01T00:00:00+00:00,silver,summer,sports
fpi_24121,Puma Women White Trinity Casual Shoes,Puma,2008,4.0,50.0,women,western,casual-shoes,Casual Shoes,footwear,casual,women;western;casual-shoes;casual;white;fall;casual,Puma Women White Trinity Casual Shoes. White Casual Shoes for women. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/24121.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/24121.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=24121.jpg,2024-01-01T00:00:00+00:00,white,fall,casual
fpi_18547,Catwalk Women Blue Casual Shoes,Catwalk,1843,4.0,50.0,women,western,flats,Flats,footwear,casual,women;western;flats;casual;blue;winter;casual,Catwalk Women Blue Casual Shoes. Blue Flats for women. Category: Shoes/Flats. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/18547.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/18547.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=18547.jpg,2024-01-01T00:00:00+00:00,blue,winter,casual
fpi_54128,Rocia Women Silver Heels,Rocia,2365,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;silver;winter;casual,Rocia Women Silver Heels. Silver Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/54128.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/54128.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=54128.jpg,2024-01-01T00:00:00+00:00,silver,winter,casual
fpi_2887,Catwalk Women Black Ballerinas,Catwalk,2084,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;beige;winter;casual,Catwalk Women Black Ballerinas. Beige Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/2887.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/2887.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=2887.jpg,2024-01-01T00:00:00+00:00,beige,winter,casual
fpi_10292,Clarks Women Brown Leather Heels,Clarks,2310,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;brown;summer;casual,Clarks Women Brown Leather Heels. Brown Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/10292.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/10292.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=10292.jpg,2024-01-01T00:00:00+00:00,brown,summer,casual
fpi_53445,ADIDAS Women Red Neo Tread Flip Flops,ADIDAS,2047,4.0,50.0,women,western,flip-flops,Flip Flops,footwear,casual,women;western;flip-flops;casual;red;summer;casual,ADIDAS Women Red Neo Tread Flip Flops. Red Flip Flops for women. Category: Flip Flops/Flip Flops. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/53445.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/53445.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=53445.jpg,2024-01-01T00:00:00+00:00,red,summer,casual
fpi_44722,Lotto Women Red & Orange Disco Holic Flip Flops,Lotto,2341,4.0,50.0,women,western,flip-flops,Flip Flops,footwear,casual,women;western;flip-flops;casual;orange;summer;casual,Lotto Women Red & Orange Disco Holic Flip Flops. Orange Flip Flops for women. Category: Flip Flops/Flip Flops. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/44722.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/44722.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=44722.jpg,2024-01-01T00:00:00+00:00,orange,summer,casual
fpi_19125,Lotto Women XL Kelly Blue Slippers,Lotto,2484,4.0,50.0,women,western,flip-flops,Flip Flops,footwear,casual,women;western;flip-flops;casual;blue;fall;casual,Lotto Women XL Kelly Blue Slippers. Blue Flip Flops for women. Category: Flip Flops/Flip Flops. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/19125.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/19125.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=19125.jpg,2024-01-01T00:00:00+00:00,blue,fall,casual
fpi_22735,Nike Women Grey Lunarswift +3 Sports Shoes,Nike,2332,4.0,50.0,women,western,sports-shoes,Sports Shoes,footwear,sports,women;western;sports-shoes;sports;grey;fall;sports,Nike Women Grey Lunarswift +3 Sports Shoes. Grey Sports Shoes for women. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Fall.,fashion-product-images,images/fpi/22735.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/22735.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=22735.jpg,2024-01-01T00:00:00+00:00,grey,fall,sports
fpi_43885,Puma Women Black Karmin Lace Shoes,Puma,2207,4.0,50.0,women,western,casual-shoes,Casual Shoes,footwear,casual,women;western;casual-shoes;casual;black;summer;casual,Puma Women Black Karmin Lace Shoes. Black Casual Shoes for women. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/43885.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/43885.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=43885.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_56885,HM Women Red Heels,HM,1887,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;red;winter;casual,HM Women Red Heels. Red Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/56885.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/56885.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=56885.jpg,2024-01-01T00:00:00+00:00,red,winter,casual
fpi_20266,Catwalk Women Casual White Heels,Catwalk,1855,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;white;winter;casual,Catwalk Women Casual White Heels. White Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/20266.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/20266.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=20266.jpg,2024-01-01T00:00:00+00:00,white,winter,casual
fpi_39585,Catwalk Women Black Flats,Catwalk,1823,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;black;winter;casual,Catwalk Women Black Flats. Black Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/39585.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/39585.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=39585.jpg,2024-01-01T00:00:00+00:00,black,winter,casual
fpi_46615,Catwalk Women Red Flats,Catwalk,1856,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;red;winter;casual,Catwalk Women Red Flats. Red Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/46615.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/46615.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=46615.jpg,2024-01-01T00:00:00+00:00,red,winter,casual
fpi_39601,Catwalk Women Black Heels,Catwalk,2122,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;black;winter;casual,Catwalk Women Black Heels. Black Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/39601.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/39601.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=39601.jpg,2024-01-01T00:00:00+00:00,black,winter,casual
fpi_46622,Catwalk Women Multi colour Wedges,Catwalk,2327,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;multi;summer;casual,Catwalk Women Multi colour Wedges. Multi Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/46622.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/46622.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=46622.jpg,2024-01-01T00:00:00+00:00,multi,summer,casual
fpi_4579,Nike Women Zoo Blue Shoe,Nike,1803,4.0,50.0,women,western,sports-shoes,Sports Shoes,footwear,sports,women;western;sports-shoes;sports;blue;summer;sports,Nike Women Zoo Blue Shoe. Blue Sports Shoes for women. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Summer.,fashion-product-images,images/fpi/4579.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/4579.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=4579.jpg,2024-01-01T00:00:00+00:00,blue,summer,sports
fpi_13474,Rocia Women Gold Toned Flats,Rocia,2463,4.0,50.0,women,western,flats,Flats,footwear,casual,women;western;flats;casual;gold;fall;casual,Rocia Women Gold Toned Flats. Gold Flats for women. Category: Shoes/Flats. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/13474.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/13474.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=13474.jpg,2024-01-01T00:00:00+00:00,gold,fall,casual
fpi_44205,iPanema Women Green Flip Flops,iPanema,1909,4.0,50.0,women,western,flip-flops,Flip Flops,footwear,casual,women;western;flip-flops;casual;green;winter;casual,iPanema Women Green Flip Flops. Green Flip Flops for women. Category: Flip Flops/Flip Flops. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/44205.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/44205.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=44205.jpg,2024-01-01T00:00:00+00:00,green,winter,casual
fpi_39607,Catwalk Women Gold Heels,Catwalk,2384,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;gold;winter;casual,Catwalk Women Gold Heels. Gold Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/39607.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/39607.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=39607.jpg,2024-01-01T00:00:00+00:00,gold,winter,casual
fpi_29230,Puma Women Grey Rio Fashion Sandals,Puma,1206,4.0,50.0,women,western,sports-sandals,Sports Sandals,footwear,casual,women;western;sports-sandals;casual;grey;summer;casual,Puma Women Grey Rio Fashion Sandals. Grey Sports Sandals for women. Category: Sandal/Sports Sandals. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/29230.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/29230.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=29230.jpg,2024-01-01T00:00:00+00:00,grey,summer,casual
fpi_36615,Catwalk Women Blue Wedges,Catwalk,2099,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;blue;winter;casual,Catwalk Women Blue Wedges. Blue Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/36615.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/36615.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=36615.jpg,2024-01-01T00:00:00+00:00,blue,winter,casual
fpi_22305,Inc. 5 Women Casual White Heels,Inc.,2051,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;white;winter;casual,Inc. 5 Women Casual White Heels. White Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/22305.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/22305.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=22305.jpg,2024-01-01T00:00:00+00:00,white,winter,casual
fpi_49838,iPanema Women Black Flip Flops,iPanema,2475,4.0,50.0,women,western,flip-flops,Flip Flops,footwear,casual,women;western;flip-flops;casual;black;winter;casual,iPanema Women Black Flip Flops. Black Flip Flops for women. Category: Flip Flops/Flip Flops. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/49838.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/49838.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=49838.jpg,2024-01-01T00:00:00+00:00,black,winter,casual
fpi_56882,HM Women Red Heels,HM,2498,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;red;winter;casual,HM Women Red Heels. Red Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/56882.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/56882.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=56882.jpg,2024-01-01T00:00:00+00:00,red,winter,casual
fpi_27075,Catwalk Women Black Heels,Catwalk,2367,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;black;winter;casual,Catwalk Women Black Heels. Black Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/27075.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/27075.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=27075.jpg,2024-01-01T00:00:00+00:00,black,winter,casual
fpi_54143,Rocia Women Black Sandals,Rocia,2268,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;black;winter;casual,Rocia Women Black Sandals. Black Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/54143.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/54143.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=54143.jpg,2024-01-01T00:00:00+00:00,black,winter,casual
fpi_13042,Inc 5 Women Brown Heels,Inc,2452,4.0,50.0,women,western,flats,Flats,footwear,casual,women;western;flats;casual;brown;winter;casual,Inc 5 Women Brown Heels. Brown Flats for women. Category: Shoes/Flats. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/13042.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/13042.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=13042.jpg,2024-01-01T00:00:00+00:00,brown,winter,casual
fpi_20267,Catwalk Women Casual Black Heels,Catwalk,2478,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;black;winter;casual,Catwalk Women Casual Black Heels. Black Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/20267.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/20267.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=20267.jpg,2024-01-01T00:00:00+00:00,black,winter,casual
fpi_33824,Puma Women Grey Axis Sports Shoes,Puma,1842,4.0,50.0,women,western,sports-shoes,Sports Shoes,footwear,sports,women;western;sports-shoes;sports;grey;summer;sports,Puma Women Grey Axis Sports Shoes. Grey Sports Shoes for women. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Summer.,fashion-product-images,images/fpi/33824.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/33824.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=33824.jpg,2024-01-01T00:00:00+00:00,grey,summer,sports
